Date;SP/GOLD;MM7
01/01/1977;0,772369417;1,352501918
01/02/1977;0,70172232;1,330413579
01/03/1977;0,657009346;1,308007815
01/04/1977;0,671945392;1,288936699
01/05/1977;0,67122905;1,271256831
01/06/1977;0,702903113;1,255245274
01/07/1977;0,684083045;1,237059659
01/08/1977;0,662808219;1,217826807
01/09/1977;0,627225471;1,197601409
01/10/1977;0,574253731;1,177938527
01/11/1977;0,593429287;1,157394245
01/12/1977;0,574275362;1,134882975
01/01/1978;0,509417808;1,110909879
01/02/1978;0,478241758;1,086910381
01/03/1978;0,493554633;1,06200854
01/04/1978;0,569588235;1,037539353
01/05/1978;0,525905895;1,014729759
01/06/1978;0,521451965;0,991708665
01/07/1978;0,506184012;0,970948951
01/08/1978;0,498263386;0,948126302
01/09/1978;0,47155668;0,926180885
01/10/1978;0,382310692;0,904274992
01/11/1978;0,488900361;0,884402271
01/12/1978;0,428106904;0,861559537
01/01/1979;0,428792105;0,840308913
01/02/1979;0,383738541;0,818664616
01/03/1979;0,423909869;0,79733269
01/04/1979;0,417991374;0,776414117
01/05/1979;0,357495941;0,758681343
01/06/1979;0,372255381;0,743214731
01/07/1979;0,351481293;0,728843845
01/08/1979;0,34404406;0,713141703
01/09/1979;0,275365239;0,695888325
01/10/1979;0,268123766;0,678463585
01/11/1979;0,254458293;0,659654351
01/12/1979;0,205992366;0,64038551
01/01/1980;0,170898204;0,621491081
01/02/1980;0,17759375;0,608018846
01/03/1980;0,202861401;0,595723403
01/04/1980;0,204699085;0,584120028
01/05/1980;0,209333835;0,575700265
01/06/1980;0,172437736;0,56770297
01/07/1980;0,196877023;0,558863295
01/08/1980;0,193104536;0,549228779
01/09/1980;0,187253731;0,538581848
01/10/1980;0,200424528;0,527711641
01/11/1980;0,22609815;0,519007965
01/12/1980;0,230296862;0,511403852
01/01/1981;0,255270936;0,505815078
01/02/1981;0,267761346;0,502244742
01/03/1981;0,26446281;0,498926001
01/04/1981;0,276112266;0,495832524
01/05/1981;0,276950392;0,49249027
01/06/1981;0,311293001;0,489219584
01/07/1981;0,32305984;0,486934582
01/08/1981;0,288578143;0,484837485
01/09/1981;0,272403283;0,482952052
01/10/1981;0,284125874;0,481047472
01/11/1981;0,304091456;0,480090816
01/12/1981;0,306375;0,479385122
01/01/1982;0,310109466;0,477877306
01/02/1982;0,311383345;0,476240044
01/03/1982;0,349329173;0,47481571
01/04/1982;0,32639103;0,47249292
01/05/1982;0,343717358;0,470116125
01/06/1982;0,349076433;0,467445205
01/07/1982;0,312671533;0,46481804
01/08/1982;0,291772461;0,461887276
01/09/1982;0,305053832;0,458296791
01/10/1982;0,316872038;0,454677166
01/11/1982;0,323479276;0,450671398
01/12/1982;0,313928571;0,446753095
01/01/1983;0,288866799;0,440811405
01/02/1983;0,35273377;0,436038404
01/03/1983;0,369245625;0,430986676
01/04/1983;0,383733956;0,426112878
01/05/1983;0,369908884;0,420994646
01/06/1983;0,402255549;0,415755708
01/07/1983;0,384985198;0,409383095
01/08/1983;0,396622437;0,402216202
01/09/1983;0,411064356;0,396318636
01/10/1983;0,426466754;0,391379268
01/11/1983;0,410104744;0,386918837
01/12/1983;0,43231979;0,382557618
01/01/1984;0,43939231;0,378593604
01/02/1984;0,396016137;0,374954245
01/03/1984;0,40972973;0,37201044
01/04/1984;0,425438596;0,369075835
01/05/1984;0,392619638;0,365759057
01/06/1984;0,408207861;0,36225078
01/07/1984;0,441042155;0,359357436
01/08/1984;0,479378775;0,357173752
01/09/1984;0,482638384;0,355452477
01/10/1984;0,496532138;0,35452722
01/11/1984;0,497808886;0,353388882
01/12/1984;0,541229773;0,352995482
01/01/1985;0,589143982;0,353944603
01/02/1985;0,623683305;0,35567605
01/03/1985;0,547786537;0,356321668
01/04/1985;0,553919606;0,356135137
01/05/1985;0,605300974;0,357080316
01/06/1985;0,606161137;0,358088759
01/07/1985;0,581895763;0,358990089
01/08/1985;0,561816828;0,359746678
01/09/1985;0,557672282;0,360771864
01/10/1985;0,582716807;0,363157651
01/11/1985;0,617501527;0,364688617
01/12/1985;0,646116208;0,367283966
01/01/1986;0,598248588;0,369301305
01/02/1986;0,670864745;0,372719474
01/03/1986;0,69146165;0,375904614
01/04/1986;0,683161711;0,379061404
01/05/1986;0,720401922;0,383381713
01/06/1986;0,72602026;0,3875932
01/07/1986;0,660013976;0,391266208
01/08/1986;0,655259067;0,394971149
01/09/1986;0,549192783;0,398231
01/10/1986;0,607671233;0,402273232
01/11/1986;0,639025641;0,406851415
01/12/1986;0,619519059;0,411774352
01/01/1987;0,672919224;0,417750792
01/02/1987;0,7004313;0,423975049
01/03/1987;0,696181384;0,429847906
01/04/1987;0,634455446;0,434964053
01/05/1987;0,642169341;0,440116857
01/06/1987;0,679937374;0,446158519
01/07/1987;0,686397415;0,451986143
01/08/1987;0,723404255;0,458299235
01/09/1987;0,700925623;0,464414376
01/10/1987;0,538012821;0,468433284
01/11/1987;0,466288722;0,471292696
01/12/1987;0,507872559;0,474597169
01/01/1988;0,552541644;0,478136106
01/02/1988;0,632023599;0,482472561
01/03/1988;0,565262009;0,486053504
01/04/1988;0,581056142;0,489683788
01/05/1988;0,577444934;0,493261104
01/06/1988;0,626073023;0,497008485
01/07/1988;0,628657268;0,50064655
01/08/1988;0,613392752;0,50451339
01/09/1988;0,686381421;0,509441702
01/10/1988;0,676618967;0,514114238
01/11/1988;0,649655827;0,5182281
01/12/1988;0,677118128;0,522641709
01/01/1989;0,753374699;0,527918676
01/02/1989;0,746890756;0,533103288
01/03/1989;0,771305258;0,538126813
01/04/1989;0,812063992;0,543908634
01/05/1989;0,88176066;0,550313911
01/06/1989;0,856742557;0,556357555
01/07/1989;0,937632078;0,563797562
01/08/1989;0,977335929;0,571959032
01/09/1989;0,946205962;0,579591795
01/10/1989;0,905092408;0,586594419
01/11/1989;0,850516224;0,592868668
01/12/1989;0,881296758;0,599623051
01/01/1990;0,788121183;0,605566556
01/02/1990;0,811268638;0,611025304
01/03/1990;0,913326169;0,617502453
01/04/1990;0,890324317;0,623533291
01/05/1990;0,993208688;0,630953527
01/06/1990;1,015947787;0,638259387
01/07/1990;0,959714363;0,645101401
01/08/1990;0,831125998;0,650274062
01/09/1990;0,75363211;0,65435225
01/10/1990;0,80158207;0,658817908
01/11/1990;0,837370062;0,6639044
01/12/1990;0,84455243;0,668811932
01/01/1991;0,930546537;0,674659006
01/02/1991;1,011212121;0,681982767
01/03/1991;1,059943503;0,689723408
01/04/1991;1,061932381;0,697300715
01/05/1991;1,07821878;0,705462609
01/06/1991;1,011610793;0,712645977
01/07/1991;1,066584158;0,720092906
01/08/1991;1,139567723;0,727952298
01/09/1991;1,106590585;0,735380301
01/10/1991;1,09806939;0,742541458
01/11/1991;1,022815865;0,748791541
01/12/1991;1,180220713;0,756398576
01/01/1992;1,154256671;0,763126108
01/02/1992;1,168956238;0,769617453
01/03/1992;1,182108346;0,777168903
01/04/1992;1,234052045;0,785265718
01/05/1992;1,230484373;0,792708377
01/06/1992;1,1885265;0,799641298
01/07/1992;1,185109652;0,806822416
01/08/1992;1,215947137;0,814609682
01/09/1992;1,19713467;0,822222329
01/10/1992;1,235773318;0,829996811
01/11/1992;1,292628109;0,838034032
01/12/1992;1,308831481;0,8459235
01/01/1993;1,326621315;0,854594604
01/02/1993;1,348684411;0,862663886
01/03/1993;1,340664886;0,870392496
01/04/1993;1,245409535;0,877085922
01/05/1993;1,18160105;0,882576388
01/06/1993;1,188733509;0,888084879
01/07/1993;1,110056973;0,893442534
01/08/1993;1,250836481;0,900532741
01/09/1993;1,301375301;0,909487295
01/10/1993;1,267488486;0,917342262
01/11/1993;1,24538835;0,924560866
01/12/1993;1,194035582;0,931400348
01/01/1994;1,273426758;0,938549247
01/02/1994;1,226894288;0,944816664
01/03/1994;1,143879908;0,950146408
01/04/1994;1,197795192;0,956852834
01/05/1994;1,181877023;0,963277925
01/06/1994;1,152750389;0,968906652
01/07/1994;1,193230048;0,974940373
01/08/1994;1,231042071;0,980983681
01/09/1994;1,170380675;0,986572431
01/10/1994;1,219282395;0,994682783
01/11/1994;1,183487674;1,003220866
01/12/1994;1,200705882;1,011468882
01/01/1995;1,251616336;1,0197912
01/02/1995;1,297285068;1,027710979
01/03/1995;1,295330488;1,03640227
01/04/1995;1,321463415;1,045216643
01/05/1995;1,388158751;1,054867998
01/06/1995;1,405443756;1,064146221
01/07/1995;1,466179731;1,074116726
01/08/1995;1,472238962;1,084341086
01/09/1995;1,522892508;1,094299551
01/10/1995;1,520658996;1,104347647
01/11/1995;1,560835375;1,115195022
01/12/1995;1,592785105;1,12609582
01/01/1996;1,577430556;1,135906009
01/02/1996;1,599675284;1,146058205
01/03/1996;1,627174187;1,156247121
01/04/1996;1,676714084;1,166540575
01/05/1996;1,713276149;1,176439568
01/06/1996;1,758798846;1,187178334
01/07/1996;1,660051881;1,19577857
01/08/1996;1,683641059;1,204186964
01/09/1996;1,812101239;1,214495241
01/10/1996;1,859398893;1,225856033
01/11/1996;2,03554719;1,239963544
01/12/1996;2,00443783;1,253334271
01/01/1997;2,278724638;1,27107955
01/02/1997;2,19306711;1,287529532
01/03/1997;2,166294707;1,302445824
01/04/1997;2,353767073;1,319867762
01/05/1997;2,453449024;1,337251575
01/06/1997;2,649723095;1,356701281
01/07/1997;2,927331288;1,380125292
01/08/1997;2,76419791;1,403138053
01/09/1997;2,881460076;1,428469339
01/10/1997;2,946585052;1,454005088
01/11/1997;3,217918491;1,482344951
01/12/1997;3,355567082;1,512237982
01/01/1998;3,248111332;1,539828039
01/02/1998;3,538492666;1,569914712
01/03/1998;3,673724575;1,601031154
01/04/1998;3,578210492;1,630986846
01/05/1998;3,730574555;1,66256251
01/06/1998;3,833778529;1,696159745
01/07/1998;3,872391154;1,729562209
01/08/1998;3,501389905;1,757679139
01/09/1998;3,458041482;1,785672603
01/10/1998;3,748447629;1,817224724
01/11/1998;3,934505495;1,851887696
01/12/1998;4,276326318;1,888746096
01/01/1999;4,479747943;1,928335278
01/02/1999;4,317747559;1,965820889
01/03/1999;4,597462473;2,006479867
01/04/1999;4,670911317;2,047394858
01/05/1999;4,802951485;2,089924228
01/06/1999;5,255398162;2,138339367
01/07/1999;5,175150925;2,185839859
01/08/1999;5,186213668;2,233104936
01/09/1999;4,22291358;2,269126114
01/10/1999;4,560582232;2,308707172
01/11/1999;4,756541096;2,349944232
01/12/1999;5,051572976;2,394500678
01/01/2000;4,926550079;2,437356973
01/02/2000;4,647687075;2,476630814
01/03/2000;5,431605654;2,52533249
01/04/2000;5,265289106;2,573188199
01/05/2000;5,217998163;2,621240546
01/06/2000;5,030606951;2,666977134
01/07/2000;5,158002884;2,715166967
01/08/2000;5,519839971;2,765988437
01/09/2000;5,240824517;2,812886642
01/10/2000;5,418498863;2,862303432
01/11/2000;4,924906367;2,906107218
01/12/2000;4,84239868;2,949540112
01/01/2001;5,131517656;2,995469765
01/02/2001;4,679018868;3,036566487
01/03/2001;4,479173905;3,076272368
01/04/2001;4,742683621;3,11847342
01/05/2001;4,719353626;3,160586237
01/06/2001;4,536420897;3,200868029
01/07/2001;4,561212578;3,240963059
01/08/2001;4,116869439;3,275318147
01/09/2001;3,578958226;3,303991689
01/10/2001;3,772130272;3,334382735
01/11/2001;4,147979614;3,369674306
01/12/2001;4,152188065;3,404810998
01/01/2002;4,014920071;3,437707471
01/02/2002;3,732018209;3,46669239
01/03/2002;3,786765677;3,496352332
01/04/2002;3,481234847;3,522063897
01/05/2002;3,260932009;3,544358817
01/06/2002;3,102397743;3,56456065
01/07/2002;2,984026187;3,582630251
01/08/2002;2,932362356;3,600012672
01/09/2002;2,528784119;3,611987572
01/10/2002;2,799936779;3,62721707
01/11/2002;2,94205813;3,643660198
01/12/2002;2,566943837;3,655257325
01/01/2003;2,310517078;3,663984546
01/02/2003;2,419531138;3,673744735
01/03/2003;2,529238109;3,684483591
01/04/2003;2,728928571;3,697009954
01/05/2003;2,634199016;3,707973321
01/06/2003;2,823410112;3,720647265
01/07/2003;2,783724526;3,73402432
01/08/2003;2,717008086;3,746326309
01/09/2003;2,59029909;3,755590569
01/10/2003;2,731955278;3,765978145
01/11/2003;2,658126099;3,773389798
01/12/2003;2,664877172;3,781252172
01/01/2004;2,818664341;3,787680025
01/02/2004;2,91890376;3,796320938
01/03/2004;2,662434988;3,80222737
01/04/2004;2,859024012;3,808242333
01/05/2004;2,845448775;3,812908997
01/06/2004;2,897371429;3,815857191
01/07/2004;2,827823409;3,814672574
01/08/2004;2,7058074;3,813977449
01/09/2004;2,702995028;3,811852865
01/10/2004;2,651806664;3,808343598
01/11/2004;2,596946903;3,800951079
01/12/2004;2,766940639;3,793943622
01/01/2005;2,787328929;3,788458117
01/02/2005;2,7570725;3,779155496
01/03/2005;2,761614035;3,768297037
01/04/2005;2,670475531;3,757490668
01/05/2005;2,85799952;3,74710287
01/06/2005;2,727403846;3,733931743
01/07/2005;2,889336299;3,722228709
01/08/2005;2,818314088;3,714096854
01/09/2005;2,595711872;3,703831026
01/10/2005;2,553707818;3,689607933
01/11/2005;2,530336168;3,672891631
01/12/2005;2,43331384;3,650951006
01/01/2006;2,246542647;3,624365229
01/02/2006;2,301275831;3,600359613
01/03/2006;2,217243151;3,572023669
01/04/2006;2,053443008;3,540863332
01/05/2006;1,942033639;3,506804786
01/06/2006;2,115589607;3,469426113
01/07/2006;2,004175824;3,431676409
01/08/2006;2,097016486;3,394900252
01/09/2006;2,219941836;3,371055351
01/10/2006;2,293126976;3,344061836
01/11/2006;2,193969298;3,313555028
01/12/2006;2,231083845;3,279977777
01/01/2007;2,227239644;3,247843129
01/02/2007;2,078020679;3,217251862
01/03/2007;2,141461944;3,178083485
01/04/2007;2,186386431;3,141429881
01/05/2007;2,331130064;3,107062404
01/06/2007;2,318195837;3,074771796
01/07/2007;2,182632171;3,039350716
01/08/2007;2,206571856;2,999907048
01/09/2007;2,069467977;2,962152803
01/10/2007;1,978773946;2,921203697
01/11/2007;1,863655237;2,884760231
01/12/2007;1,755361626;2,84800979
01/01/2008;1,492341001;2,804686258
01/02/2008;1,373199174;2,765331262
01/03/2008;1,411256335;2,728808434
01/04/2008;1,59676174;2,691356983
01/05/2008;1,592245594;2,654129506
01/06/2008;1,37228625;2,616461237
01/07/2008;1,389671053;2,57870479
01/08/2008;1,53356844;2,547951207
01/09/2008;1,300289855;2,520824202
01/10/2008;1,329787234;2,49174869
01/11/2008;1,101708666;2,45548356
01/12/2008;1,044219653;2,418483936
01/01/2009;0,899161677;2,381391574
01/02/2009;0,778903311;2,346235444
01/03/2009;0,868666304;2,311496166
01/04/2009;0,981788526;2,281740852
01/05/2009;0,945617284;2,254177582
01/06/2009;0,97696068;2,22887476
01/07/2009;1,054436733;2,205903457
01/08/2009;1,073489351;2,183774016
01/09/2009;1,0557603;2,166238018
01/10/2009;0,99204404;2,144715486
01/11/2009;0,934837884;2,120820007
01/12/2009;1,010054348;2,102285608
01/01/2010;0,991798661;2,086586579
01/02/2010;0,9928;2,069601685
01/03/2010;1,054015322;2,052039509
01/04/2010;1,009734099;2,031572908
01/05/2010;0,897372323;2,010896399
01/06/2010;0,830882709;1,987175835
01/07/2010;0,943150685;1,965264242
01/08/2010;0,85069315;1,943046207
01/09/2010;0,870480549;1,922572177
01/10/2010;0,885176735;1,900586718
01/11/2010;0,858581818;1,879163572
01/12/2010;0,891785144;1,858055333
01/01/2011;0,964469441;1,835981584
01/02/2011;0,941457705;1,81244056
01/03/2011;0,92650594;1,791774738
01/04/2011;0,890666231;1,768341907
01/05/2011;0,875211451;1,744886701
01/06/2011;0,875755968;1,72081985
01/07/2011;0,800793184;1,696688538
01/08/2011;0,667519168;1,672423202
01/09/2011;0,694548803;1,648513128
01/10/2011;0,729511059;1,625628656
01/11/2011;0,731784038;1,603424336
01/12/2011;0,798729755;1,579993254
01/01/2012;0,755126582;1,555800369
01/02/2012;0,763803132;1,532070972
01/03/2012;0,848092729;1,509290957
01/04/2012;0,84084812;1,487509678
01/05/2012;0,835936204;1,463437496
01/06/2012;0,867894234;1,441300476
01/07/2012;0,849989216;1,417022535
01/08/2012;0,848487408;1,393572217
01/09/2012;0,808910724;1,372300775
01/10/2012;0,821979045;1,351684956
01/11/2012;0,819430059;1,331317027
01/12/2012;0,857085337;1,312552401
01/01/2013;0,894661093;1,296458573
01/02/2013;0,95203017;1,280396125
01/03/2013;0,979213729;1,26565768
01/04/2013;1,084753013;1,254125656
01/05/2013;1,156348165;1,244772257
01/06/2013;1,334951174;1,235478943
01/07/2013;1,266038303;1,226691591
01/08/2013;1,172478909;1,215685191
01/09/2013;1,258880779;1,204243988
01/10/2013;1,31699344;1,192623351
01/11/2013;1,450158603;1,183768462
01/12/2013;1,538377029;1,175521952
01/01/2014;1,430076213;1,166031911
01/02/2014;1,400451892;1,157965616
01/03/2014;1,446939722;1,149697495
01/04/2014;1,458165635;1,141028199
01/05/2014;1,533947368;1,131537929
01/06/2014;1,492939832;1,121713453
01/07/2014;1,490864865;1,113478128
01/08/2014;1,558133385;1,105758622
01/09/2014;1,629991736;1,100526762
01/10/2014;1,72005114;1,097446729
01/11/2014;1,745512875;1,096040272
01/12/2014;1,716823014;1,095581479
01/01/2015;1,578939454;1,096612413
01/02/2015;1,746473029;1,101056149
01/03/2015;1,753563706;1,105131237
01/04/2015;1,731719671;1,106737879
01/05/2015;1,771213649;1,108868451
01/06/2015;1,760633214;1,113491629
01/07/2015;1,921139622;1,119818636
01/08/2015;1,741439294;1,122293289
01/09/2015;1,721691176;1,127309972
01/10/2015;1,821762748;1,133166823
01/11/2015;1,952886511;1,143299893
01/12/2015;1,927881532;1,153819677
01/01/2016;1,737943389;1,163805173
01/02/2016;1,565319183;1,173167267
01/03/2016;1,666995792;1,18267119
01/04/2016;1,600387447;1,190035462
01/05/2016;1,722349076;1,199282269
01/06/2016;1,589323035;1,206572298
01/07/2016;1,601178637;1,21308113
01/08/2016;1,655444563;1,220009168
01/09/2016;1,646245539;1,227038754
01/10/2016;1,67005734;1,235110341
01/11/2016;1,873081182;1,246279904
01/12/2016;1,943935053;1,257397532
01/01/2017;1,881187056;1,267985489
01/02/2017;1,885030704;1,278607283
01/03/2017;1,888363171;1,288539995
01/04/2017;1,879839155;1,298898389
01/05/2017;1,891014584;1,310727463
01/06/2017;1,950744587;1,324059152
01/07/2017;1,939924611;1,335925509
01/08/2017;1,869346544;1,348052335
01/09/2017;1,960896638;1,361033479
01/10/2017;2,026965762;1,374626205
01/11/2017;2,064953399;1,388987772
01/12/2017;2,062175087;1,402920985
01/01/2018;2,102065731;1,416463798
01/02/2018;2,055464667;1,429725786
01/03/2018;1,994765466;1,442443161
01/04/2018;2,011813865;1,455790157
01/05/2018;2,075389336;1,470077989
01/06/2018;2,173739555;1,485530174
01/07/2018;2,309949147;1,503496317
01/08/2018;2,404209305;1,524171199
01/09/2018;2,462171525;1,545214327
01/10/2018;2,226936027;1,563040815
01/11/2018;2,261600229;1,581252912
01/12/2018;1,955955214;1,595029406
01/01/2019;2,044688091;1,610381328
01/02/2019;2,100788411;1,62629782
01/03/2019;2,195252294;1,642335434
01/04/2019;2,292207135;1,659613517
01/05/2019;2,123503086;1,674941694
01/06/2019;2,081630342;1,689390934
01/07/2019;2,083380518;1,704074164
01/08/2019;1,917041695;1,716795048
01/09/2019;2,001035225;1,730987006
01/10/2019;2,016436537;1,745206738
01/11/2019;2,156748034;1,76112719
01/12/2019;2,12132633;1,776177678
01/01/2020;2,040370687;1,789817078
01/02/2020;1,816472469;1,800108058
01/03/2020;1,610687689;1,807625605
01/04/2020;1,696478812;1,814908055
01/05/2020;1,764152638;1,822143823
01/06/2020;1,750883831;1,827095402
01/07/2020;1,659052179;1,831774139
01/08/2020;1,776356255;1,838963155
01/09/2020;1,775700935;1,845115776
01/10/2020;1,739432949;1,850144817
01/11/2020;2,034783635;1,857104639
01/12/2020;1,981990396;1,862385751
01/01/2021;2,008022923;1,869266069
01/02/2021;2,204506016;1,878838142
01/03/2021;2,316229799;1,889186833
01/04/2021;2,365316513;1,899986248
01/05/2021;2,207183133;1,90800096
01/06/2021;2,425773312;1,91910612
01/07/2021;2,422805548;1,930200652
01/08/2021;2,490736865;1,941303074
01/09/2021;2,452119363;1,951090308
01/10/2021;2,581635742;1,961347268
01/11/2021;2,571624848;1,971181934
01/12/2021;2,606463962;1,981772898
01/01/2022;2,514058081;1,992905262
01/02/2022;2,301225864;1,999509463
01/03/2022;2,319670872;2,006248834
01/04/2022;2,161390386;2,011363961
01/05/2022;2,236907636;2,016907937
01/06/2022;2,082791825;2,020743159
01/07/2022;2,338212041;2,025708307
01/08/2022;2,314787718;2,032533883
01/09/2022;2,158867718;2,037738366
01/10/2022;2,371984464;2,044288624
01/11/2022;2,306958572;2,048503768
01/12/2022;2,104615997;2,05060775
01/01/2023;2,114287383;2,055088035
01/02/2023;2,173352054;2,062326522
01/03/2023;2,086425099;2,067319728
01/04/2023;2,094584547;2,073203027
01/05/2023;2,126923468;2,078019389
01/06/2023;2,318426326;2,08669919
01/07/2023;2,336134802;2,095448668
01/08/2023;2,323741985;2,103404589
01/09/2023;2,31975854;2,111422601
01/10/2023;2,113798871;2,116705239
01/11/2023;2,233756959;2,120998998
01/12/2023;2,312170307;2,125382751
01/01/2024;2,376304328;2,131277004
01/02/2024;2,493039207;2,138515201
01/03/2024;2,354568794;2,144065268
01/04/2024;2,202850005;2,147910635
01/05/2024;2,267669484;2,152394622
01/06/2024;2,346859699;2,157110278
01/07/2024;2,256433909;2,160878246
01/08/2024;2,25630983;2,165484951
01/09/2024;2,187094568;2,168177784
01/10/2024;2,077200296;2,168775814
01/11/2024;2,275322648;2,17128021
01/12/2024;2,240959871;2,1734086
01/01/2025;2,158722283;2,174083083
01/02/2025;2,083414026;2,174415813
01/03/2025;1,796894747;2,17206021
01/04/2025;1,693350613;2,16826898
01/05/2025;1,797109445;2,164956125
01/06/2025;1,899623688;2,16169284
01/07/2025;1,929342623;2,15716181
01/08/2025;1,914743519;2,151334837
01/09/2025;1,782817984;2,143247295
Total gŽnŽral;1600,236896;1551,204581